genre,name,description,classification
Anesthesiology,breathing tube support,a breathing tube support is a device that is intended to support and anchor a patient's breathing tube(s).,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 54 fr 25048, june 12, 1989; 66 fr 38794, july 25, 2001]"
Anesthesiology,carbon dioxide absorbent,"a carbon dioxide absorbent is a device intended for medical purposes that consists of an absorbent material (e.g., soda lime) that is intended to remove carbon dioxide from the gases in the breathing circuit.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 61 fr 1120, jan. 16, 1996; 66 fr 38794, july 25, 2001]"
Anesthesiology,carbon dioxide absorber,a carbon dioxide absorber is a device that is intended for medical purposes and that is used in a breathing circuit as a container for carbon dioxide absorbent. it may include a canister and water drain.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 61 fr 1120, jan. 16, 1996; 66 fr 38794, july 25, 2001]"
Anesthesiology,reservoir bag,"a reservoir bag is a device, usually made of conductive rubber, intended for use in a breathing circuit as a reservoir for breathing gas and to assist, control, or monitor a patient's ventilation.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 61 fr 1120, jan. 16, 1996; 66 fr 38794, july 25, 2001]"
Anesthesiology,breathing gas mixer,a breathing gas mixer is a device intended for use in conjunction with a respiratory support apparatus to control the mixing of gases that are to be breathed by a patient.,class ii (performance standards).
Anesthesiology,nasal oxygen cannula,a nasal oxygen cannula is a two-pronged device used to administer oxygen to a patient through both nostrils.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 59 fr 63007, dec. 7, 1994; 66 fr 38794, july 25, 2001]"
Anesthesiology,nasal oxygen catheter,a nasal oxygen catheter is a device intended to be inserted through a patient's nostril to administer oxygen.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 59 fr 63007, dec. 7, 1994; 66 fr 38794, july 25, 2001]"
Anesthesiology,posture chair for cardiac or pulmonary treatment,a posture chair for cardiac or pulmonary treatment is a device intended to assist in the rehabilitation and mobilization of patients with chronic heart or lung disease.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 54 fr 25048, june 12, 1989; 66 fr 38794, july 25, 2001]"
Anesthesiology,heat and moisture condenser (artificial nose),a heat and moisture condenser (artificial nose) is a device intended to be positioned over a tracheotomy (a surgically created opening in the throat) or tracheal tube (a tube inserted into the trachea) to warm and humidify gases breathed in by a patient.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9.
[47 fr 31142, july 16, 1982, as amended at 61 fr 1120, jan. 16, 1996; 66 fr 38795, july 25, 2001]"
Anesthesiology,electroanesthesia apparatus,an electroanesthesia apparatus is a device used for the induction and maintenance of anesthesia during surgical procedures by means of an alternating or pulsed electric current that is passed through electrodes fixed to a patient's head.,"class iii (premarket approval).
(c) date pma or notice of completion of a pdp is required.
a pma or notice of completion of a pdp is required to be filed with the food and drug administration on or before december 26, 1996 for any electroanesthesia apparatus that was in commercial distribution before may 28, 1976, or that has, on or before december 26, 1996 been found to be substantially equivalent to an electroanesthesia apparatus that was in commercial distribution before may 28, 1976. any other electroanesthesia apparatus shall have an approved pma or a declared completed pdp in effect before being placed in commercial distribution.
[47 fr 31142, july 16, 1982, as amended at 52 fr 17735, may 11, 1987; 61 fr 50706, sept. 27, 1996]"
Anesthesiology,ether hook,an ether hook is a device that fits inside a patient's mouth and that is intended to deliver vaporized ether.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 868.9. if the device is not labeled or otherwise represented as sterile, it is exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, with respect to general requirements concerning records, and § 820.198, with respect to complaint files.
[47 fr 31142, july 16, 1982, as amended at 54 fr 25048, june 12, 1989; 66 fr 38795, july 25, 2001]"
